Fighter_Name,Height,Weight,Reach,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Fighter_URL,Image_URL,Recent_Form
Jeff Cox,"5' 10""",155 lbs.,,Orthodox,1968-08-02,10,7,0,0.56,25%,1.69,33%,4.23,50%,80%,0.0,http://ufcstats.com/fighter-details/c9bbf1a0285a8076,,WWWWW
Nathan Coy,"5' 10""",170 lbs.,"69.0""",Southpaw,1978-07-24,15,7,0,3.88,52%,2.4,61%,3.17,47%,50%,0.0,http://ufcstats.com/fighter-details/15ec018d144710db,,WWWWW
Andrew Craig,"6' 1""",170 lbs.,"76.0""",Orthodox,1986-01-15,9,4,0,2.39,40%,3.01,50%,0.53,37%,72%,0.0,http://ufcstats.com/fighter-details/8a70ceb3edbe757b,,WWWWW
Paul Craig,"6' 3""",205 lbs.,"76.0""",Orthodox,1987-11-27,17,10,1,2.5,45%,3.04,43%,1.43,18%,35%,1.3,http://ufcstats.com/fighter-details/eabf206b162b3b83,,WWWWW
Dan Cramer,"6' 2""",170 lbs.,,Orthodox,1985-10-31,11,4,0,0.97,30%,2.1,31%,0.0,0%,66%,0.5,http://ufcstats.com/fighter-details/480b702debcb5433,,WWWWW
Alberto Crane,"5' 5""",155 lbs.,,Orthodox,1976-07-14,15,5,0,0.43,25%,2.61,57%,0.0,0%,50%,4.0,http://ufcstats.com/fighter-details/25433871e4eee0f4,,WWWWW
Tim Credeur,"6' 3""",185 lbs.,"75.0""",Orthodox,1977-07-09,12,4,0,3.59,30%,3.13,57%,0.41,100%,50%,3.3,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,,WWWWW
Paul Creighton,"5' 6""",155 lbs.,,Southpaw,1970-06-04,3,1,0,0.72,75%,4.65,30%,5.37,37%,0%,0.0,http://ufcstats.com/fighter-details/ed73c85164a5f5a4,,WWWWW
Helena Crevar,,,,,,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a8c3ce469cb8b130,,WWWWW
Alexander Crispim,,145 lbs.,,,,8,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/15dedd05f8bcb475,,WWWWW
Alex Crispin,,155 lbs.,,,,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d,,WWWWW
Melissa Croden,"5' 9""",135 lbs.,"68.0""",Orthodox,1991-04-12,7,3,0,4.1,48%,1.83,53%,1.02,50%,66%,0.0,http://ufcstats.com/fighter-details/51e2f44a8dbf6984,,WWWWW
Kevin Croom,"5' 11""",135 lbs.,"73.0""",Orthodox,1987-07-15,21,15,0,2.65,34%,3.1,41%,0.48,5%,30%,0.5,http://ufcstats.com/fighter-details/35b3772629e27a49,,WWWWW
Kiefer Crosbie,"5' 11""",170 lbs.,"70.0""",Switch,1990-04-05,10,6,0,4.46,64%,5.8,46%,0.0,0%,40%,0.0,http://ufcstats.com/fighter-details/4729c93ba705a3bf,,WWWWW
Ken Cross,"6' 0""",155 lbs.,"72.0""",Southpaw,1994-10-04,11,3,0,2.2,57%,1.4,55%,1.0,12%,66%,0.0,http://ufcstats.com/fighter-details/923767209632e08a,,WWWWW
Jeff Crotty,,155 lbs.,,,,1,1,0,0.93,35%,3.33,54%,5.0,38%,0%,1.0,http://ufcstats.com/fighter-details/98601a40e9d96047,,WWWWW
Allen Crowder,"6' 3""",245 lbs.,"76.0""",Orthodox,1989-11-08,10,4,0,2.95,51%,2.95,56%,1.85,33%,100%,1.2,http://ufcstats.com/fighter-details/a9d6e047ce48ab63,,WWWWW
Daron Cruickshank,"5' 8""",155 lbs.,"72.0""",Switch,1985-06-11,18,10,0,2.88,38%,2.98,57%,2.04,41%,60%,0.2,http://ufcstats.com/fighter-details/5f99b2bafb10305f,,WWWWW
Richard Crunkilton,"5' 7""",155 lbs.,,Orthodox,1979-11-25,19,4,0,1.72,41%,1.45,58%,4.08,61%,65%,1.3,http://ufcstats.com/fighter-details/22ee260735da0d58,,WWWWW
Jimmy Crute,"6' 2""",205 lbs.,"74.0""",Orthodox,1996-03-04,14,4,2,4.15,52%,3.65,42%,4.39,52%,58%,2.0,http://ufcstats.com/fighter-details/70e1f8a821b72c8b,,WWWWW
Marcio Cruz,"6' 4""",232 lbs.,,Orthodox,1978-04-24,8,3,0,2.92,46%,1.51,68%,0.53,7%,37%,1.6,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b,,WWWWW
Dominick Cruz,"5' 8""",135 lbs.,"68.0""",Orthodox,1985-03-09,24,4,0,3.91,33%,2.61,70%,2.82,42%,83%,0.1,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,,WWWWW
Aalon Cruz,"6' 0""",145 lbs.,"78.0""",Switch,1989-09-20,8,4,0,7.58,39%,8.88,58%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/003d82fa384ca1d0,,WWWWW
Timmy Cuamba,"5' 9""",135 lbs.,"71.0""",Orthodox,1999-02-08,10,3,0,2.77,44%,3.58,57%,1.31,31%,72%,0.0,http://ufcstats.com/fighter-details/0e46690e55a8df75,,WWWWW
Jay Cucciniello,"5' 7""",155 lbs.,,Orthodox,1986-07-23,8,1,0,0.93,21%,4.73,36%,0.0,0%,71%,0.0,http://ufcstats.com/fighter-details/683ea28a198936fe,,WWWWW
Emilio Cuellar,,125 lbs.,,,,6,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/3aeb69b4a13ff0e8,,WWWWW
Josh Culibao,"5' 10""",145 lbs.,"73.0""",Orthodox,1994-05-24,11,4,1,3.41,44%,3.04,59%,0.0,0%,65%,0.3,http://ufcstats.com/fighter-details/6751eacd16bd59bc,,WWWWW
Chris Culley,,145 lbs.,,,1986-03-25,20,15,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/e59b13321562eed3,,WWWWW
Abel Cullum,"5' 7""",139 lbs.,,Orthodox,1987-04-21,20,6,0,1.82,40%,1.23,46%,4.01,52%,0%,2.8,http://ufcstats.com/fighter-details/2f8f3c69522db931,,WWWWW
Zak Cummings,"6' 0""",205 lbs.,"75.0""",Southpaw,1984-08-02,25,7,0,2.96,35%,2.91,55%,0.62,28%,66%,0.6,http://ufcstats.com/fighter-details/4ba8d454f762005d,,WWWWW
Everett Cummings,,205 lbs.,,,,12,0,0,0.43,60%,4.34,45%,0.0,0%,0%,2.2,http://ufcstats.com/fighter-details/05e4be525cb3578c,,WWWWW
Patrick Cummins,"6' 2""",205 lbs.,"76.0""",Orthodox,1980-11-16,10,7,0,4.26,50%,3.35,55%,4.49,41%,28%,0.1,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,,WWWWW
Luke Cummo,"6' 0""",170 lbs.,"74.0""",Orthodox,1980-04-27,6,6,0,1.74,43%,1.5,59%,0.89,55%,42%,1.4,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,,WWWWW
Hugo Cunha,"6' 3""",263 lbs.,"79.0""",Orthodox,1993-02-04,8,2,0,0.6,30%,3.01,34%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/46a17755f80f63e8,,WWWWW
Alton Cunningham,"6' 2""",205 lbs.,"77.0""",Orthodox,1993-06-24,4,2,0,3.33,75%,4.94,20%,1.67,10%,100%,0.0,http://ufcstats.com/fighter-details/305bde44ff664788,,WWWWW
AJ Cunningham,"5' 10""",135 lbs.,"71.0""",Orthodox,1994-09-07,11,5,0,4.22,29%,6.31,48%,0.0,0%,46%,0.5,http://ufcstats.com/fighter-details/d1053e55f00e53fe,,WWWWW
Tommy Cuozzi Jr.,"5' 9""",145 lbs.,"71.0""",Orthodox,1999-08-31,8,1,0,2.43,17%,14.22,34%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/eb49fe2f85ae9526,,WWWWW
Santo Curatolo,"5' 3""",125 lbs.,"62.0""",Southpaw,1995-01-18,6,2,0,1.4,39%,6.07,34%,2.0,33%,100%,0.0,http://ufcstats.com/fighter-details/b8b765e320a8db39,,WWWWW
Larry Cureton,"6' 2""",240 lbs.,,Orthodox,,0,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/46f11d15c0134fe3,,WWWWW
Jeff Curran,"5' 6""",135 lbs.,"69.0""",Orthodox,1977-09-02,36,18,1,1.54,31%,2.48,60%,0.35,12%,35%,1.2,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a,,WWWWW
Kailin Curran,"5' 4""",115 lbs.,"65.0""",Orthodox,1991-04-11,4,5,0,3.89,43%,4.75,53%,2.0,57%,61%,0.6,http://ufcstats.com/fighter-details/05b43e0ead3df345,,WWWWW
Pat Curran,"5' 9""",145 lbs.,,,1987-08-31,22,7,0,4.7,58%,4.4,63%,2.5,62%,66%,0.0,http://ufcstats.com/fighter-details/d8291d0dd63da29c,,WWWWW
Will Currie,"6' 3""",185 lbs.,"76.0""",Switch,1998-11-12,12,4,0,2.73,47%,5.67,44%,2.0,13%,50%,0.0,http://ufcstats.com/fighter-details/b8ff02d5703eca3a,,WWWWW
Chris Curtis,"5' 10""",170 lbs.,"75.0""",Orthodox,1987-07-15,32,12,0,5.98,50%,6.19,54%,0.0,0%,82%,0.0,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,,WWWWW
Ion Cutelaba,"6' 1""",205 lbs.,"75.0""",Southpaw,1993-12-14,19,11,1,4.26,43%,3.34,47%,3.77,49%,75%,0.1,http://ufcstats.com/fighter-details/cd13728ae1151f46,,WWWWW
Gleidson Cutis,"5' 9""",155 lbs.,,Orthodox,1989-02-07,7,4,0,2.99,52%,8.28,59%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/44a94bbde42246e4,,WWWWW
Sarah D'alelio,"5' 7""",145 lbs.,,,1980-12-13,11,7,0,2.4,33%,0.0,100%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/ac45450f75d14f16,,WWWWW
Marcos da Matta,"5' 4""",145 lbs.,,,1973-03-18,11,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/3b6d84343579fd33,,WWWWW
Henrique da Silva,"6' 3""",205 lbs.,"76.0""",Orthodox,1989-09-01,14,5,0,3.89,60%,5.28,40%,0.25,14%,22%,0.2,http://ufcstats.com/fighter-details/b0bd0c5425668b8f,,WWWWW
Ariane da Silva,"5' 6""",125 lbs.,"67.0""",Orthodox,1994-01-26,17,11,0,4.05,41%,4.4,50%,0.47,38%,68%,0.3,http://ufcstats.com/fighter-details/6551c64fbcd1a467,,WWWWW
Alex Da Silva,"5' 8""",155 lbs.,"73.0""",Orthodox,1996-02-04,21,4,0,2.14,46%,2.52,56%,1.97,43%,76%,0.3,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,,WWWWW
Radley Da Silva,"5' 9""",145 lbs.,"71.0""",Orthodox,1995-06-20,8,1,0,0.27,22%,0.93,48%,6.0,100%,100%,0.0,http://ufcstats.com/fighter-details/0d68c7bfdff1dc34,,WWWWW
Henrique Da Silva Lopes,"6' 3""",240 lbs.,,,1985-03-08,5,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1f8cd7634e8286ff,,WWWWW
Deni Daffa,"6' 0""",155 lbs.,"74.0""",Orthodox,1999-09-08,6,2,0,3.47,38%,6.45,38%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d28bef63e7d8d536,,WWWWW
Nicolas Dalby,"5' 11""",170 lbs.,"74.0""",Orthodox,1984-11-16,24,6,1,3.88,43%,3.51,52%,0.9,26%,59%,0.1,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,,WWWWW
Paul Daley,"5' 9""",170 lbs.,"76.0""",Orthodox,1983-02-21,39,15,2,3.14,47%,2.37,60%,0.91,40%,64%,0.0,http://ufcstats.com/fighter-details/23725c826c481e7f,,WWWWW
Dave Dalgliesh,"6' 2""",205 lbs.,,Orthodox,1978-04-05,30,19,2,0.0,0%,1.85,50%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc,,WWWWW
Richard Dalton,"6' 1""",205 lbs.,,Orthodox,1977-07-19,4,3,1,1.2,69%,3.27,25%,1.0,11%,0%,0.0,http://ufcstats.com/fighter-details/6cd3dfc54f01287f,,WWWWW
Aisling Daly,"5' 2""",115 lbs.,"64.0""",Orthodox,1987-12-24,16,6,0,2.92,52%,1.4,55%,2.15,41%,33%,0.9,http://ufcstats.com/fighter-details/e50cd77732d39967,,WWWWW
Marko Damiani,"6' 0""",170 lbs.,,,,0,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6e9b5c74c0860deb,,WWWWW
Leonardo Damiani,"5' 10""",170 lbs.,"69.0""",Orthodox,1990-08-30,10,3,1,1.67,23%,4.17,37%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/acd870570949d8a2,,WWWWW
Rodrigo Damm,"5' 7""",155 lbs.,"71.0""",Orthodox,1980-02-03,13,9,0,3.5,36%,5.61,57%,0.44,16%,80%,0.3,http://ufcstats.com/fighter-details/a20d7dfaba74c067,,WWWWW
Carina Damm,"5' 4""",135 lbs.,,,,2,13,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/033343da4c0cff8a,,WWWWW
Batgerel Danaa,"5' 7""",135 lbs.,"70.0""",Orthodox,1989-07-04,12,5,0,5.38,36%,4.21,47%,0.52,50%,62%,0.0,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,,WWWWW
Cindy Dandois,"5' 7""",135 lbs.,,Orthodox,1984-10-26,8,3,0,3.13,32%,3.4,58%,5.0,55%,0%,0.0,http://ufcstats.com/fighter-details/9eef6584fab21fbb,,WWWWW
Peter Danesoe,"5' 9""",135 lbs.,"68.0""",Orthodox,2000-09-01,8,4,0,4.99,52%,6.73,38%,0.0,0%,62%,0.0,http://ufcstats.com/fighter-details/5f119b24c0f9679c,,WWWWW
Jarjis Danho,"6' 3""",265 lbs.,"74.0""",Orthodox,1983-10-15,7,1,1,3.38,50%,5.25,49%,0.51,16%,100%,0.0,http://ufcstats.com/fighter-details/8614b7134913f5d5,,WWWWW
Jose Daniel Medina,"6' 0""",185 lbs.,"74.0""",Orthodox,1991-05-17,11,7,0,2.13,36%,5.34,46%,0.39,33%,27%,0.0,http://ufcstats.com/fighter-details/baa9be02c3e3e038,,WWWWW
Raymond Daniels,"6' 2""",185 lbs.,,Southpaw,1980-04-29,0,1,0,0.0,0%,2.61,38%,0.0,0%,33%,3.0,http://ufcstats.com/fighter-details/fccb0fee256b7b4d,,WWWWW
Marques Daniels,,155 lbs.,,,1978-06-14,5,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/55a80a9365bc107d,,WWWWW
Anvarbek Daniyalbekov,,185 lbs.,,,1995-05-27,8,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/859e0dafd04fe1ca,,WWWWW
Alexandre Dantas,"6' 2""",238 lbs.,,Orthodox,1979-03-01,0,3,0,0.21,25%,1.87,60%,0.0,0%,0%,3.1,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a,,WWWWW
Eduardo Dantas,"5' 10""",135 lbs.,,,1989-02-03,20,4,0,3.33,60%,3.0,60%,4.0,23%,100%,0.0,http://ufcstats.com/fighter-details/676a2e5ec4d7338c,,WWWWW
Mac Danzig,"5' 8""",155 lbs.,"70.0""",Orthodox,1980-01-02,21,12,1,3.39,48%,3.44,57%,1.2,37%,46%,0.6,http://ufcstats.com/fighter-details/86f582852a5b240a,,WWWWW
Karen Darabedyan,"5' 7""",155 lbs.,"68.0""",Orthodox,1986-12-18,13,6,0,3.43,51%,2.62,67%,2.14,75%,0%,0.0,http://ufcstats.com/fighter-details/d2fa318f34d0aadc,,WWWWW
Beneil Dariush,"5' 10""",155 lbs.,"72.0""",Southpaw,1989-05-06,23,7,1,3.78,49%,2.62,57%,2.11,38%,82%,0.8,http://ufcstats.com/fighter-details/08af939f41b5a57b,,WWWWW
Sean Daugherty,"6' 0""",175 lbs.,,,1975-12-04,0,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a683f9ddb70aa4bd,,WWWWW
Kyle Daukaus,"6' 2""",185 lbs.,"76.0""",Southpaw,1993-02-27,17,4,0,3.32,53%,2.9,42%,2.08,25%,82%,2.1,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,,WWWWW
Chris Daukaus,"6' 3""",205 lbs.,"76.0""",Orthodox,1989-09-25,12,7,0,6.05,50%,4.64,55%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,,WWWWW
Brian Davidson,"5' 6""",145 lbs.,,,1975-11-22,13,4,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/42775dc893603154,,WWWWW
Rick Davis,"5' 9""",155 lbs.,,Orthodox,,3,1,1,3.09,50%,6.19,64%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/2549d63da9c456cb,,WWWWW
Marcus Davis,"5' 10""",170 lbs.,"70.0""",Southpaw,1973-08-24,22,11,0,2.72,39%,2.79,65%,1.6,48%,47%,1.4,http://ufcstats.com/fighter-details/b7d524c77c27389b,,WWWWW
LC Davis,"5' 8""",135 lbs.,"69.0""",Southpaw,1980-10-28,23,8,0,2.04,30%,2.1,59%,2.27,46%,66%,0.2,http://ufcstats.com/fighter-details/6dab8ce5e4bffe77,,WWWWW
Phil Davis,"6' 2""",205 lbs.,"79.0""",Orthodox,1984-09-25,17,4,0,2.85,34%,1.33,72%,2.99,38%,72%,0.6,http://ufcstats.com/fighter-details/902ab9197b83d0db,,WWWWW
Lemont Davis,"5' 8""",170 lbs.,,Orthodox,,2,6,0,0.87,54%,1.27,55%,1.0,50%,0%,1.0,http://ufcstats.com/fighter-details/a993ef2dd36cea5f,,WWWWW
Mike Davis,,,,,,2,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c8661e204c66f325,,WWWWW
Justin Davis,"5' 11""",205 lbs.,,,1983-04-01,13,16,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/20697b334f6c0a45,,WWWWW
Alexis Davis,"5' 6""",135 lbs.,"68.0""",Orthodox,1984-10-04,21,11,0,4.63,49%,4.45,54%,0.95,44%,34%,0.7,http://ufcstats.com/fighter-details/4c2d90e335e6df19,,WWWWW
Danny Davis,"6' 2""",170 lbs.,,,1982-07-28,13,11,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/570d40f993171b19,,WWWWW
Brandon Davis,"5' 10""",135 lbs.,"72.0""",Orthodox,1990-05-08,14,10,0,4.68,35%,4.62,58%,0.74,42%,57%,0.1,http://ufcstats.com/fighter-details/cc351e408bbb7d43,,WWWWW
Mike Davis,"6' 0""",155 lbs.,"72.0""",Orthodox,1992-10-07,12,3,0,4.73,53%,5.23,54%,2.4,44%,60%,0.8,http://ufcstats.com/fighter-details/fb3e61720be4690c,,WWWWW
Hakeem Dawodu,"5' 8""",145 lbs.,"73.0""",Orthodox,1991-07-02,13,4,1,5.45,50%,3.37,56%,0.0,0%,65%,0.0,http://ufcstats.com/fighter-details/2c9d00968f818270,,WWWWW
Grant Dawson,"5' 10""",155 lbs.,"72.0""",Switch,1994-02-20,23,3,1,3.21,52%,2.13,44%,3.81,39%,57%,1.1,http://ufcstats.com/fighter-details/99bd51917728c25d,,WWWWW
Jason Day,"6' 0""",185 lbs.,"72.0""",Orthodox,1981-05-19,19,12,0,3.61,54%,3.46,47%,1.13,100%,0%,0.0,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0,,WWWWW
Martin Day,"5' 10""",145 lbs.,"73.0""",Orthodox,1988-11-10,8,6,0,3.97,45%,3.79,53%,0.72,60%,65%,0.5,http://ufcstats.com/fighter-details/ea3dcc417c322064,,WWWWW
Angel De Anda,"5' 9""",225 lbs.,,Orthodox,1985-05-28,18,6,0,5.68,46%,6.32,47%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/4b450aa602611baa,,WWWWW
Yorgan De Castro,"6' 0""",250 lbs.,"74.0""",Orthodox,1986-12-19,6,3,0,2.46,43%,3.85,53%,0.0,0%,77%,0.0,http://ufcstats.com/fighter-details/1eff7bc0f815b270,,WWWWW
Geraldo de Freitas,"5' 7""",135 lbs.,"72.0""",Orthodox,1991-09-30,12,6,0,3.67,52%,2.62,50%,3.0,45%,59%,0.0,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93,,WWWWW
Philip De Fries,"6' 5""",250 lbs.,"79.0""",Orthodox,1986-04-21,12,6,0,2.3,47%,3.0,37%,3.29,42%,100%,0.6,http://ufcstats.com/fighter-details/6ef65b6a152e49d5,,WWWWW
Chris de la Rocha,"6' 3""",250 lbs.,"80.0""",Orthodox,1979-05-15,5,3,0,4.08,45%,6.37,43%,2.02,30%,33%,1.0,http://ufcstats.com/fighter-details/e51ee8ded927fc51,,WWWWW
Montana De La Rosa,"5' 7""",125 lbs.,"68.0""",Orthodox,1995-02-14,13,9,1,2.9,37%,3.39,45%,1.85,33%,68%,0.8,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,,WWWWW
Mark De La Rosa,"5' 6""",135 lbs.,"65.0""",Orthodox,1994-08-31,11,5,0,3.13,35%,5.0,48%,0.54,13%,40%,0.2,http://ufcstats.com/fighter-details/f57dd0bfa8c17813,,WWWWW
Mike de la Torre,"5' 11""",145 lbs.,"71.0""",Orthodox,1986-09-22,14,7,0,3.21,39%,4.75,51%,0.36,16%,83%,0.0,http://ufcstats.com/fighter-details/1971869b7e054261,,WWWWW
Rodrigo de Lima,"5' 7""",155 lbs.,,Orthodox,1991-03-12,8,3,1,1.29,33%,5.5,32%,2.66,36%,0%,1.3,http://ufcstats.com/fighter-details/a4dc47001f202bcd,,WWWWW
Edilberto de Oliveira,"6' 0""",170 lbs.,,Orthodox,1982-11-22,29,15,2,4.12,32%,6.79,61%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/afdb76fbd86f6d11,,WWWWW
Johil de Oliveira,"5' 6""",170 lbs.,,Orthodox,1969-08-07,17,15,1,0.51,34%,0.73,58%,1.1,50%,44%,0.6,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4,,WWWWW
Jorge de Oliveira,"5' 8""",155 lbs.,,Orthodox,1980-01-22,9,2,0,1.26,31%,4.84,48%,0.0,0%,22%,0.0,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c,,WWWWW
Jair De Oliveira,"5' 9""",205 lbs.,"69.0""",,1996-05-09,6,1,0,3.98,60%,3.45,69%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f14fbb2e55da044c,,WWWWW
Isabela de Padua,"5' 3""",125 lbs.,"64.0""",Orthodox,1991-09-04,5,2,0,1.0,35%,2.07,50%,2.0,66%,0%,1.0,http://ufcstats.com/fighter-details/e0f959f65d0406b4,,WWWWW
Gloria de Paula,"5' 5""",115 lbs.,"67.0""",Orthodox,1995-06-10,6,5,0,4.89,53%,3.77,66%,0.74,37%,65%,0.5,http://ufcstats.com/fighter-details/5dd180c8b3196786,,WWWWW
Germaine de Randamie,"5' 9""",135 lbs.,"71.0""",Orthodox,1984-04-24,10,5,0,2.57,46%,2.0,65%,0.0,0%,65%,0.4,http://ufcstats.com/fighter-details/1d239d571e342453,,WWWWW
Reinier de Ridder,"6' 4""",185 lbs.,"78.0""",Southpaw,1990-09-07,21,4,0,2.47,48%,2.36,46%,2.56,29%,40%,0.6,http://ufcstats.com/fighter-details/d549cefc7c54ab78,,WWWWW
Crezio de Souza,,170 lbs.,,Orthodox,,1,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/3746e21bb508391a,,WWWWW
Carl Deaton,"5' 7""",155 lbs.,"69.0""",Orthodox,1989-11-24,17,7,0,1.53,31%,1.85,61%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/914a897455693650,,WWWWW
Tom DeBlass,"6' 0""",185 lbs.,,Orthodox,1982-05-14,9,2,0,1.5,35%,4.43,37%,1.0,50%,28%,0.5,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39,,WWWWW
Issac DeJesus,,145 lbs.,,,,12,7,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2,,WWWWW
Rafael Del Real,"5' 11""",225 lbs.,,,,6,20,0,5.58,40%,0.0,0%,20.93,100%,100%,0.0,http://ufcstats.com/fighter-details/e82b2adcaeff71ec,,WWWWW
Shane del Rosario,"6' 4""",250 lbs.,,Southpaw,1983-09-23,11,2,0,3.93,60%,2.97,54%,1.2,40%,16%,2.4,http://ufcstats.com/fighter-details/85980f5da429c0a6,,WWWWW
Wallen Del Rosario,"5' 4""",125 lbs.,"67.0""",Orthodox,1993-03-18,8,2,0,1.4,32%,4.73,40%,1.0,16%,100%,0.0,http://ufcstats.com/fighter-details/a62f85f6a6c19a4c,,WWWWW
Yadier del Valle,"5' 9""",145 lbs.,"69.0""",Southpaw,1996-07-29,10,1,0,4.05,60%,2.16,55%,1.23,42%,58%,2.0,http://ufcstats.com/fighter-details/70380ccdc81915b8,,WWWWW
Jose Delano,"5' 8""",145 lbs.,"70.0""",Orthodox,1996-09-11,16,3,0,9.73,65%,2.53,72%,0.0,0%,60%,0.0,http://ufcstats.com/fighter-details/d7c4956d61ae76a9,,WWWWW
Humberto DeLeon,,135 lbs.,,,1989-11-12,7,7,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/bfaf4c87936b4fae,,WWWWW
Rolando Delgado,"6' 3""",155 lbs.,"77.0""",Orthodox,1981-11-22,11,6,1,1.56,40%,1.83,62%,1.17,22%,0%,3.5,http://ufcstats.com/fighter-details/37b1696e6d115957,,WWWWW
Israel Delgado,"5' 10""",155 lbs.,,,,0,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5,,WWWWW
Jose Delgado,"5' 11""",145 lbs.,"74.0""",Switch,1998-04-21,10,2,0,8.22,54%,5.44,47%,1.81,42%,60%,0.0,http://ufcstats.com/fighter-details/7d6ceff6747f2de2,,WWWWW
Ante Delija,"6' 3""",239 lbs.,"78.0""",Orthodox,1990-08-07,26,8,0,4.28,38%,3.95,52%,0.0,0%,75%,0.0,http://ufcstats.com/fighter-details/7d8435c56043b0ae,,WWWWW
Jack Della Maddalena,"5' 11""",170 lbs.,"73.0""",Switch,1996-09-10,18,3,0,5.57,51%,3.84,63%,0.13,10%,64%,0.1,http://ufcstats.com/fighter-details/6b453bc35a823c3f,,WWWWW
Roland Delorme,"5' 9""",135 lbs.,"71.0""",Orthodox,1983-12-18,9,5,0,2.28,44%,4.32,40%,2.51,34%,42%,1.6,http://ufcstats.com/fighter-details/173acb3f920082b8,,WWWWW
Jon Delos Reyes,"5' 6""",125 lbs.,"67.0""",Orthodox,1987-08-19,8,5,0,2.99,38%,4.14,51%,3.2,83%,55%,1.9,http://ufcstats.com/fighter-details/0d0351c20169a499,,WWWWW
Jason DeLucia,"5' 11""",190 lbs.,,Southpaw,1969-07-24,33,21,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b,,WWWWW
